#std.dev1/std.dev2 pdf cdf
#  x      p(x)     cdf(x) 
        0.56175          0.27497           0.02018  
        0.56322           0.2797          0.020704  
        0.56468          0.28446          0.021236  
        0.56614          0.28924          0.021778  
         0.5676          0.29405          0.022329  
        0.56905          0.29889          0.022889  
         0.5705          0.30375          0.023458  
        0.57194          0.30863          0.024037  
        0.57338          0.31354          0.024624  
        0.57482          0.31846          0.025221  
        0.57625          0.32341          0.025827  
        0.57768          0.32838          0.026443  
        0.57911          0.33337          0.027068  
        0.58053          0.33838          0.027703  
        0.58195          0.34341          0.028346  
        0.58337          0.34845             0.029  
        0.58478          0.35351          0.029663  
        0.58619          0.35859          0.030335  
        0.58759          0.36368          0.031018  
        0.58899          0.36879          0.031709  
        0.59039          0.37391          0.032411  
        0.59179          0.37904          0.033122  
        0.59318          0.38419          0.033843  
        0.59457          0.38934          0.034573  
        0.59596          0.39451          0.035314  
        0.59734          0.39969          0.036064  
        0.59872          0.40487          0.036824  
         0.6001          0.41007          0.037593  
        0.60147          0.41527          0.038373  
        0.60284          0.42048          0.039162  
        0.60421          0.42569          0.039961  
        0.60557          0.43091          0.040771  
        0.60693          0.43614          0.041589  
        0.60829          0.44137          0.042418  
        0.60964           0.4466          0.043257  
          0.611          0.45184          0.044105  
        0.61234          0.45707          0.044964  
        0.61369          0.46231          0.045832  
        0.61503          0.46755           0.04671  
        0.61637          0.47278          0.047599  
        0.61771          0.47802          0.048497  
        0.61904          0.48325          0.049404  
        0.62037          0.48849          0.050322  
         0.6217          0.49371           0.05125  
        0.62303          0.49894          0.052187  
        0.62435          0.50416          0.053135  
        0.62567          0.50937          0.054092  
        0.62699          0.51458          0.055059  
         0.6283          0.51978          0.056036  
        0.62961          0.52498          0.057023  
        0.63092          0.53016          0.058019  
        0.63223          0.53534          0.059026  
        0.63353          0.54051          0.060042  
        0.63483          0.54567          0.061068  
        0.63613          0.55081          0.062103  
        0.63743          0.55595          0.063149  
        0.63872          0.56107          0.064204  
        0.64001          0.56618          0.065268  
         0.6413          0.57128          0.066343  
        0.64258          0.57637          0.067426  
        0.64387          0.58144           0.06852  
        0.64515          0.58649          0.069623  
        0.64642          0.59154          0.070736  
         0.6477          0.59656          0.071858  
        0.64897          0.60157          0.072989  
        0.65024          0.60656           0.07413  
        0.65151          0.61153          0.075281  
        0.65277          0.61649          0.076441  
        0.65404          0.62142           0.07761  
         0.6553          0.62634          0.078788  
        0.65656          0.63123          0.079976  
        0.65781          0.63611          0.081173  
        0.65906          0.64097          0.082379  
        0.66031           0.6458          0.083595  
        0.66156          0.65061          0.084819  
        0.66281           0.6554          0.086052  
        0.66405          0.66017          0.087295  
        0.66529          0.66491          0.088546  
        0.66653          0.66963          0.089807  
        0.66777          0.67433          0.091076  
          0.669            0.679          0.092354  
        0.67023          0.68365          0.093641  
        0.67146          0.68827          0.094937  
        0.67269          0.69286          0.096242  
        0.67392          0.69743          0.097555  
        0.67514          0.70197          0.098876  
        0.67636          0.70649           0.10021  
        0.67758          0.71097           0.10155  
         0.6788          0.71543           0.10289  
        0.68001          0.71986           0.10425  
        0.68122          0.72426           0.10561  
        0.68243          0.72864           0.10698  
        0.68364          0.73298           0.10836  
        0.68485           0.7373           0.10975  
        0.68605          0.74158           0.11115  
        0.68725          0.74583           0.11255  
        0.68845          0.75006           0.11397  
        0.68965          0.75425           0.11539  
        0.69084          0.75841           0.11682  
        0.69204          0.76254           0.11825  
        0.69323          0.76664            0.1197  
        0.69442           0.7707           0.12115  
         0.6956          0.77474           0.12261  
        0.69679          0.77874           0.12408  
        0.69797           0.7827           0.12555  
        0.69915          0.78664           0.12703  
        0.70033          0.79054           0.12852  
        0.70151          0.79441           0.13002  
        0.70268          0.79824           0.13152  
        0.70386          0.80204           0.13304  
        0.70503           0.8058           0.13455  
         0.7062          0.80954           0.13608  
        0.70736          0.81323           0.13761  
        0.70853          0.81689           0.13915  
        0.70969          0.82052            0.1407  
        0.71085          0.82411           0.14225  
        0.71201          0.82766           0.14381  
        0.71317          0.83118           0.14538  
